speaker,sentence,answer_to_give,answer_0,answer_1,answer_2
Joe Biden,"Abraham Lincoln here is one of the most racist presidents we’ve had in modern history, he pours fuel on every single racist fire, every single one.",0,Not given,Not given,Not given
Joe Biden,"Started off his campaign coming down the escalator saying he’s getting rid of those Mexican rapists, he’s ban Muslims because they’re Muslims, he has moved around and made everything worse across the board.",0,Not given,Not given,Not given
Joe Biden,"He says to… About the Proud Boys, last time we were on stage here he said, “I tell them to stand down and stand ready.” Come on, this guy has a dog whistle about as big as a foghorn.",0,Not given,Not given,Not given
Kristen Welker,"President Trump, I’m going to give you 10 seconds to respond and then I have a follow-up question.",0,Not given,Not given,Not given
Donald Trump,"No, he made a reference to Abraham Lincoln, where did that come in?",0,Not given,Not given,Not given
Donald Trump,I mean-,0,Not given,Not given,Not given
Joe Biden,You said you’re Abraham Lincoln.,1,Claim,Not given,Not given
Donald Trump,… where did that….. No.,0,Not given,Not given,Not given
Joe Biden,You said-,0,Not given,Not given,Not given
Donald Trump,"I said, “Not since Abraham Lincoln has anybody done what I’ve done for the Black community.”",0,Not given,Not given,Not given
Joe Biden,And I’m saying-,1,Not Claim,Not given,Not given
Donald Trump,"I didn’t say, “I’m Abraham Lincoln,” I said, “Not since Abraham Lincoln has anybody done what I’ve done for the Black community.” Now, you have done nothing other than the Crime Bill, which put-",0,Not given,Not given,Not given
Joe Biden,"Oh, God.",0,Not given,Not given,Not given
Donald Trump,"Tens of thousands of Black men, mostly, in jail.",0,Not given,Not given,Not given
Joe Biden,Not true.,0,Not given,Not given,Not given
Kristen Welker,"All right, let me ask Vice President Biden a question.",0,Not given,Not given,Not given
Donald Trump,And you know what?,0,Not given,Not given,Not given
Donald Trump,"They remember it because if you look at what’s happening with the voting right now, they remember that you treated them very, very badly, just take a look at what’s happening out there.",0,Not given,Not given,Not given
Kristen Welker,"Let me ask Vice President Biden about… Vice President Biden, let me give you a chance to respond within this context, crime bills that you supported in the ’80s and ’90s contributed to the incarceration of tens of thousands of young Black men who had small amounts of drugs in their possession, they are sons, they are brothers, they are fathers, they are uncles, whose families are still to this day, some of them suffering the consequences.",0,Not given,Not given,Not given
Kristen Welker,"So, speak to those families, why should they vote for you?",0,Not given,Not given,Not given
Joe Biden,"One of the things is that in the ’80s we passed 100 percent, all 100 senators voted for a bill on drugs and how to deal with drugs, it was a mistake.",0,Not given,Not given,Not given
Joe Biden,I’ve been trying to change since then particularly the portion on cocaine.,0,Not given,Not given,Not given
Joe Biden,"That’s why I’ve been arguing that in fact we should not send anyone to jail for a pure drug offense, they should be going into treatment across the board, that’s what we should be spending money.",0,Not given,Not given,Not given
Joe Biden,And that’s why I set up drug courts which were never funded by our Republican friends.,0,Not given,Not given,Not given
Joe Biden,"They should not be going to jail for a drug or an alcohol problem, they should be going into treatment.",0,Not given,Not given,Not given
Joe Biden,"That’s what we’ve been trying to do, that’s what I’m going to get done because I think the American people have now seen that in fact it was a mistake to pass those laws relating to drugs, but they were not in the Crime Bill.",0,Not given,Not given,Not given
Kristen Welker,[crosstalk 00:11:04].,0,Not given,Not given,Not given
Donald Trump,"But, why didn’t he get it done?",0,Not given,Not given,Not given
Donald Trump,"See, it’s all talk, no action with these politicians, why didn’t he get it?",0,Not given,Not given,Not given
Donald Trump,"“That’s what I’m going to do when I become president.” You were vice president along with Obama as your president, your leader, for eight years, why didn’t you get it done?",0,Not given,Not given,Not given
Donald Trump,"You had eight years to get it done, now you’re saying you’re going to get it done because you’re all talking and no action, Joe.",0,Not given,Not given,Not given
Kristen Welker,Your response.,0,Not given,Not given,Not given
Joe Biden,We got a lot of it done.,0,Not given,Not given,Not given
Joe Biden,"We released 38,000-",0,Not given,Not given,Not given
Donald Trump,You didn’t get anything done.,0,Not given,Not given,Not given
Joe Biden,"We got 38,000 prisoners [ crosstalk 00:11:30]-",0,Not given,Not given,Not given
Donald Trump,You got nothing done.,0,Not given,Not given,Not given
Joe Biden,"38,000 prisoners were released from federal prison, we have… There were over a thousand people who were given clemency.",0,Not given,Not given,Not given
Joe Biden,[inaudible 00:03:38].,0,Not given,Not given,Not given
Joe Biden,"In fact, were the ones that put in the legislation saying we could look at pattern and practice of police departments and what they were doing, how they’re conducting themselves.",0,Not given,Not given,Not given
Joe Biden,"I could go on, but we began the process, we lost an election, that’s why I’m running to win back that election and change his terrible policy.",0,Not given,Not given,Not given
Donald Trump,I just have-,0,Not given,Not given,Not given
Kristen Welker,Your response and then we’re going to move on to climate change.,0,Not given,Not given,Not given
Donald Trump,"… one question, why didn’t you do it in the eight years, a short time ago?",0,Not given,Not given,Not given
Donald Trump,Why didn’t you do it?,0,Not given,Not given,Not given
Donald Trump,"You just said, “I’m going to do that, I’m going to do this.” You put tens of thousands of mostly Black young men in prison, now you’re saying you’re going to get… You’re going to undo that, why didn’t you get it done?",0,Not given,Not given,Not given
Donald Trump,You had eight years with Obama.,0,Not given,Not given,Not given
Donald Trump,"You know why, Joe?",0,Not given,Not given,Not given
Donald Trump,Because you’re all talk and no action.,0,Not given,Not given,Not given
Joe Biden,[crosstalk 00:00:12:23].,0,Not given,Not given,Not given
Kristen Welker,"All right, Vice President Biden, and then we’re going to move on to the next section.",0,Not given,Not given,Not given
Joe Biden,"We had a Republican Congress, that’s the answer.",0,Not given,Not given,Not given
Kristen Welker,Okay.,0,Not given,Not given,Not given
Donald Trump,"Well, you got to talk them into it, Joe, sometimes you got to talk them into it.",0,Not given,Not given,Not given
Kristen Welker,We’re going to move on to our next section which is climate change.,0,Not given,Not given,Not given
Donald Trump,"… like I did with criminal justice reform, I had to talk Democrats into it.",0,Not given,Not given,Not given
Joe Biden,You did what we already had done.,0,Not given,Not given,Not given
Kristen Welker,"Gentlemen, we’re running out of time so we got to get onto climate change, please.",0,Not given,Not given,Not given
Kristen Welker,You both have very different visions on climate change.,0,Not given,Not given,Not given
Kristen Welker,"President Trump, you say that environmental regulations have hurt jobs in the energy sector, Vice President Biden, you have said you see addressing climate change as an opportunity to create new jobs.",0,Not given,Not given,Not given
Kristen Welker,"For each of you, how would you both combat climate change and support job growth at the same time?",0,Not given,Not given,Not given
Kristen Welker,"Starting with you, President Trump, you have two minutes uninterrupted.",0,Not given,Not given,Not given
Donald Trump,"So, we have the trillion trees program, we have so many different programs, I do love the environment, but what I want is that cleanest crystal clear water, the cleanest air.",0,Not given,Not given,Not given
Donald Trump,"We have the best lowest number in carbon emissions, which is a big standard that I noticed Obama goes with all the time, not Joe, I haven’t heard Joe use the term because I’m not sure he knows what it represents or means, but I have heard Obama use it.",0,Not given,Not given,Not given
